timestamp,open,high,low,close,volume
2020-06-15,1.12467,1.13326,1.1225,1.1329,0.0
2020-06-16,1.13294,1.13534,1.1226,1.12583,0.0
2020-06-17,1.12592,1.12939,1.1205,1.12444,0.0
2020-06-18,1.12446,1.12614,1.1184,1.12089,0.0
2020-06-19,1.12083,1.12544,1.1166,1.1176,0.0
2020-06-22,1.11798,1.12749,1.1167,1.12727,0.0
2020-06-23,1.12729,1.13486,1.1231,1.13078,0.0
2020-06-24,1.13081,1.13258,1.1246,1.12522,0.0
2020-06-25,1.12518,1.12597,1.1189,1.12211,0.0
2020-06-26,1.12212,1.12394,1.1194,1.12176,0.0
2020-06-29,1.12242,1.12879,1.1217,1.12488,0.0
2020-06-30,1.12487,1.1262,1.1189,1.1235,0.0
2020-07-01,1.12344,1.12752,1.1184,1.12521,0.0
2020-07-02,1.12521,1.13027,1.1222,1.124,0.0
2020-07-03,1.12416,1.12518,1.1218,1.12464,0.0
2020-07-06,1.12439,1.13454,1.1243,1.13099,0.0
2020-07-07,1.13106,1.13326,1.1257,1.12733,0.0
2020-07-08,1.1274,1.13518,1.1261,1.133,0.0
2020-07-09,1.13326,1.13706,1.1279,1.12868,0.0
2020-07-10,1.12874,1.1325,1.1253,1.12961,0.0
2020-07-13,1.13155,1.13749,1.1299,1.13448,0.0
2020-07-14,1.13449,1.14124,1.1324,1.1408,0.0
2020-07-15,1.14089,1.1452,1.1389,1.141,0.0
2020-07-16,1.14119,1.14418,1.1369,1.13841,0.0
2020-07-17,1.13847,1.14437,1.1376,1.14253,0.0
2020-07-20,1.14355,1.14677,1.1401,1.14462,0.0
2020-07-21,1.1445,1.154,1.1421,1.15316,0.0
2020-07-22,1.15323,1.16015,1.1505,1.15696,0.0
2020-07-23,1.15699,1.16272,1.1539,1.1601,0.0
2020-07-24,1.16017,1.16581,1.158,1.1656,0.0
2020-07-27,1.16526,1.17815,1.1641,1.1763,0.0
2020-07-28,1.17635,1.17737,1.1697,1.17198,0.0
2020-07-29,1.17199,1.18064,1.1712,1.17899,0.0
2020-07-30,1.17898,1.18486,1.1729,1.18479,0.0
